sample,env1,env2,sequence,description,run,location,lat,lon,total_reads,mapped_reads,OTU_number,otu_diversity,otu_mapped,otu_abun,lat_lon1
1883.2007.364.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.633064,-149.62827,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.633064###-149.62827
1883.2007.365.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.633064,-149.62827,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,68.633064###-149.62827
1883.2007.366.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.633064,-149.62827,V4,freshwater sediment metagenome,Small lake biome,1,Sediment (non-saline),0,68.633064###-149.62827
1883.2007.367.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.633232,-149.61149,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,68.633232###-149.61149
1883.2007.368.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.633232,-149.61149,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,68.633232###-149.61149
1883.2007.369.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.633232,-149.61149,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.633232###-149.61149
1883.2007.37.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,68.632586###-149.600895
1883.2007.371.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.632586###-149.600895
1883.2007.372.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.632586###-149.600895
1883.2007.373.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.638624,-149.610737,V4,freshwater sediment metagenome,Small lake biome,9,Sediment (non-saline),0,68.638624###-149.610737
1883.2007.374.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.638624,-149.610737,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,68.638624###-149.610737
1883.2007.375.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.638624,-149.610737,V4,freshwater sediment metagenome,Small lake biome,8,Sediment (non-saline),0,68.638624###-149.610737
1883.2007.376.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.63639###-149.594774
1883.2007.377.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.63639###-149.594774
1883.2007.378.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.63639###-149.594774
1883.2007.379.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.639895###-149.596106
1883.2007.38.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.639895###-149.596106
1883.2007.381.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,68.639895###-149.596106
1883.2007.384.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,9,Surface (non-saline),0,68.6256###-149.59605
1883.2007.385.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,10,Surface (non-saline),0,68.6256###-149.59605
1883.2007.393.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.60895,-149.579074,V4,freshwater metagenome,freshwater biome,10,Water (non-saline),0,68.60895###-149.579074
1883.2007.444.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,incubation experiment,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,freshwater metagenome,Small lake biome,4,Water (non-saline),0,68.6256###-149.59605
1883.2007.453.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,incubation experiment,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,freshwater metagenome,Small lake biome,6,Water (non-saline),0,68.6256###-149.59605
1883.2007.457.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,incubation experiment,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,freshwater metagenome,Small lake biome,4,Water (non-saline),0,68.6256###-149.59605
1883.2007.46.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,incubation experiment,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,freshwater metagenome,Small lake biome,4,Water (non-saline),0,68.6256###-149.59605
1883.2007.492.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,freshwater metagenome,freshwater biome,10,Water (non-saline),0,68.60853333###-149.587633
1883.2007.509.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,incubation experiment,ERP017459,GAZ:United States of America,68.61818333,-149.596766,V4,freshwater metagenome,Small lake biome,10,Water (non-saline),0,68.61818333###-149.596766
1883.2007.531.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,incubation experiment,ERP017459,GAZ:United States of America,68.611341,-149.589761,V4,freshwater metagenome,Small lake biome,9,Water (non-saline),0,68.611341###-149.589761
1883.2007.56.Crump.Artic.LTREB.main.lane4.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.629961,-149.612633,V4,freshwater metagenome,Small lake biome,11,Water (non-saline),0,68.629961###-149.612633
1883.2007.562.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.629961,-149.612633,V4,freshwater metagenome,Small lake biome,8,Water (non-saline),0,68.629961###-149.612633
1883.2008.002.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.57478333,-149.58205,V4,freshwater metagenome,freshwater biome,17,Water (non-saline),0,68.57478333###-149.58205
1883.2008.005.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.571037,-149.565214,V4,freshwater metagenome,Small lake biome,7,Water (non-saline),0,68.571037###-149.565214
1883.2008.022.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.600601,-149.596398,V4,freshwater metagenome,Small lake biome,5,Water (non-saline),0,68.600601###-149.596398
1883.2008.051.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.98633,-149.89803,V4,freshwater metagenome,Small lake biome,3,Water (non-saline),0,68.98633###-149.89803
1883.2008.061.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.62276,-149.15088,V4,freshwater metagenome,Small lake biome,3,Water (non-saline),0,68.62276###-149.15088
1883.2008.081.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.61838333,-149.5965,V4,freshwater metagenome,freshwater biome,10,Water (non-saline),0,68.61838333###-149.5965
1883.2008.086.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,freshwater sediment metagenome,freshwater biome,11,Sediment (non-saline),0,68.57366667###-149.5371667
1883.2008.087.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,freshwater sediment metagenome,freshwater biome,8,Sediment (non-saline),0,68.57366667###-149.5371667
1883.2008.088.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,soil metagenome,tundra biome,10,Soil (non-saline),0,68.57366667###-149.5371667
1883.2008.09.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,9,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.091.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,9,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.092.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,5,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.093.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,7,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.094.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,freshwater sediment metagenome,freshwater biome,11,Sediment (non-saline),0,68.601493###-149.579071
1883.2008.095.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,freshwater sediment metagenome,freshwater biome,9,Sediment (non-saline),0,68.601493###-149.579071
1883.2008.096.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,soil metagenome,tundra biome,8,Soil (non-saline),0,68.601493###-149.579071
1883.2008.098.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,10,Surface (non-saline),0,68.601493###-149.579071
1883.2008.099.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.601493###-149.579071
1883.2008.101.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,11,Surface (non-saline),0,68.601493###-149.579071
1883.2008.102.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,freshwater sediment metagenome,freshwater biome,5,Sediment (non-saline),0,68.60853333###-149.587633
1883.2008.103.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.60853333###-149.587633
1883.2008.104.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,68.60853333###-149.587633
1883.2008.106.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,13,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.107.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.108.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,10,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.109.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,10,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.11.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,freshwater sediment metagenome,freshwater biome,3,Sediment (non-saline),0,68.585839###-149.622223
1883.2008.111.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,freshwater sediment metagenome,freshwater biome,5,Sediment (non-saline),0,68.585839###-149.622223
1883.2008.114.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,biofilm metagenome,freshwater biome,6,Surface (non-saline),0,68.585839###-149.622223
1883.2008.115.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,biofilm metagenome,freshwater biome,5,Surface (non-saline),0,68.585839###-149.622223
1883.2008.116.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,freshwater sediment metagenome,freshwater biome,6,Sediment (non-saline),0,68.59133###-149.611542
1883.2008.117.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.59133###-149.611542
1883.2008.12.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,biofilm metagenome,freshwater biome,11,Surface (non-saline),0,68.59133###-149.611542
1883.2008.121.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,biofilm metagenome,freshwater biome,10,Surface (non-saline),0,68.59133###-149.611542
1883.2008.122.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.59688333###-149.60125
1883.2008.123.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,freshwater sediment metagenome,freshwater biome,4,Sediment (non-saline),0,68.59688333###-149.60125
1883.2008.124.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,soil metagenome,tundra biome,9,Soil (non-saline),0,68.59688333###-149.60125
1883.2008.126.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,14,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.127.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.128.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,9,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.129.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.14.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,68.632586###-149.600895
1883.2008.141.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.632586###-149.600895
1883.2008.142.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.63639###-149.594774
1883.2008.143.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,68.63639###-149.594774
1883.2008.144.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.625966,-149.599022,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.625966###-149.599022
1883.2008.145.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.625966,-149.599022,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.625966###-149.599022
1883.2008.146.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,68.639895###-149.596106
1883.2008.147.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,68.639895###-149.596106
1883.2008.148.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,8,Surface (non-saline),0,68.628656###-149.599606
1883.2008.149.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,6,Surface (non-saline),0,68.628656###-149.599606
1883.2008.15.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,8,Surface (non-saline),0,68.628656###-149.599606
1883.2008.151.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,7,Surface (non-saline),0,68.628656###-149.599606
1883.2008.153.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,5,Surface (non-saline),0,68.626672###-149.597844
1883.2008.154.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,8,Surface (non-saline),0,68.626672###-149.597844
1883.2008.155.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,5,Surface (non-saline),0,68.626672###-149.597844
1883.2008.156.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,11,Surface (non-saline),0,68.6256###-149.59605
1883.2008.157.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,15,Surface (non-saline),0,68.6256###-149.59605
1883.2008.158.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,15,Surface (non-saline),0,68.6256###-149.59605
1883.2008.159.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,10,Surface (non-saline),0,68.6256###-149.59605
1883.2008.16.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,3,Surface (non-saline),0,68.634241###-149.602759
1883.2008.161.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,5,Surface (non-saline),0,68.634241###-149.602759
1883.2008.162.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,7,Surface (non-saline),0,68.634241###-149.602759
1883.2008.163.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,8,Surface (non-saline),0,68.634241###-149.602759
1883.2008.214.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.61035,-149.599766,V4,freshwater metagenome,freshwater biome,12,Water (non-saline),0,68.61035###-149.599766
1883.2008.267.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,freshwater metagenome,freshwater biome,9,Water (non-saline),0,68.6256###-149.59605
1883.2008.269.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.629961,-149.612633,V4,freshwater metagenome,Small lake biome,9,Water (non-saline),0,68.629961###-149.612633
1883.2008.27.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.632586###-149.600895
1883.2008.271.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.632586,-149.600895,V4,freshwater sediment metagenome,Small lake biome,0,Sediment (non-saline),0,68.632586###-149.600895
1883.2008.272.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,1,Sediment (non-saline),0,68.63639###-149.594774
1883.2008.273.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.63639,-149.594774,V4,freshwater sediment metagenome,Small lake biome,1,Sediment (non-saline),0,68.63639###-149.594774
1883.2008.274.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.625966,-149.599022,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,68.625966###-149.599022
1883.2008.275.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.625966,-149.599022,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,68.625966###-149.599022
1883.2008.276.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,0,Sediment (non-saline),0,68.639895###-149.596106
1883.2008.277.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.639895,-149.596106,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,68.639895###-149.596106
1883.2008.279.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,15,Surface (non-saline),0,68.628656###-149.599606
1883.2008.28.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,4,Surface (non-saline),0,68.628656###-149.599606
